tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
65718,AmazonHelp,False,Thu Nov 30 09:03:24 +0000 2017,"@131038 Can I ask, does the duplicate order show here please: https://t.co/aaDyEz1VgE. If the order does not show here and you have not accidentally ordered 2 of the item, we would cover the cost of the return.^GA",65719,65716.0
65719,131038,True,Thu Nov 30 09:09:53 +0000 2017,"@AmazonHelp It does show and let me clarify: I did not accidentally order two of the item. I have the original order I made, and a duplicate order from ten minutes later I had nothing to do with. I ordered via the app, which I won’t be doing again if this is what happens.","65720,65721",65718.0
65720,131038,True,Thu Nov 30 09:23:10 +0000 2017,"@AmazonHelp Can I get a response please? Having checked the reviews for your app, it seems I’m not the only one with strange activity from it. Am I just supposed to suck up the cost of your app not working?",,65719.0
65721,AmazonHelp,False,Thu Nov 30 09:32:00 +0000 2017,"@131038 We wouldn't have the option to place an order on your account Rikki, due to security reasons. Has the return been organised for the unwanted order? ^JC.",65722,65719.0
65722,131038,True,Thu Nov 30 09:34:15 +0000 2017,@AmazonHelp Well I didn’t authorise it either so where exactly did it come from? I am in the process of returning it now.,65723,65721.0
65723,131038,True,Thu Nov 30 10:04:54 +0000 2017,"@AmazonHelp So your answer to me telling you your app is clearly broken (as every other app review is saying in the last month) is that it’s my fault? Stellar customer service today, amazon, you’re doing great.",,65722.0
65726,AmazonHelp,False,Thu Nov 30 08:52:27 +0000 2017,"@131040 Twitter being a Social Media Platform we would not be able to check your order or account details. We have sent a correspondence to your registered email ID, please check and reply to the same. We will look into it. ^AH",,65727.0
65727,131040,True,Thu Nov 30 08:18:14 +0000 2017,@AmazonHelp @115851 Why my item was delivered after cancelling it through customer care. Why are u People torturing me .fed up past 6 days r true show of amazon,65726,65728.0
65728,131040,True,Tue Nov 28 13:24:16 +0000 2017,"@AmazonHelp @115851 Sorry ,...I give up",65727,65729.0
65729,131040,True,Tue Nov 28 13:23:42 +0000 2017,"@AmazonHelp @115851 🙏🙏🙏 sorry sir , don't want this ,will not write again. Byee byee .u can close it ,u give up","65730,65728",65731.0
65731,AmazonHelp,False,Tue Nov 28 13:08:27 +0000 2017,"@131040 I get your disappointment, Jetender. Please allow our team to work on this for you. We'll get back to you with the best possible resolution. Appreciate your understanding. ^NK",65729,65732.0
65732,131040,True,Tue Nov 28 13:04:23 +0000 2017,"@AmazonHelp @115851 100% assurance , 100% trust broken .hoped that Amazon will fulfill the promises but disappointed 100%",65731,65733.0
65733,AmazonHelp,False,Tue Nov 28 11:29:28 +0000 2017,@131040 We will check and connect with you accordingly. Appreciate your patience. ^RW,65732,65734.0
65734,131040,True,Tue Nov 28 11:22:17 +0000 2017,"@AmazonHelp Hahaha I got assurance ,trust me it will be delivered today",65733,65735.0
65735,AmazonHelp,False,Tue Nov 28 10:51:29 +0000 2017,"@131040 Since you've responded to our correspondence, you'd receive an update anytime soon. Appreciate your patience and understanding. ^EM",65734,65736.0
65736,131040,True,Tue Nov 28 10:37:51 +0000 2017,@AmazonHelp @115851  wrote a mail having all the details and attached emails,65735,65737.0
65737,AmazonHelp,False,Tue Nov 28 10:07:25 +0000 2017,"@131040 We can't get direct access to your Amazon account, owing to security reason. Please write back to our correspondence. We will be making things right for you. ^CB",65736,65738.0
65738,131040,True,Tue Nov 28 10:03:04 +0000 2017,@AmazonHelp Hurray got msg... customer not available ...this worst customer service,65737,65739.0
65739,AmazonHelp,False,Tue Nov 28 10:01:29 +0000 2017,"@131040 In case the resolution provided is not up to your expectation, you can choose to write back to our correspondence. We shall review the situation. ^CB",65738,65740.0
65740,131040,True,Tue Nov 28 09:58:16 +0000 2017,"@AmazonHelp Shared and I got reply too ,but it's like everyday story .me too will not cancel this time .let u People cancel my order",65739,65741.0
65741,AmazonHelp,False,Tue Nov 28 09:54:28 +0000 2017,"@131040 Apologies for the delay in delivering the product. As informed earlier, kindly share your details in the link provided by 'JS' so that we can get this sorted. ^SC",65740,65742.0
65742,131040,True,Tue Nov 28 09:32:09 +0000 2017,"@AmazonHelp @115851 Today is continously third day of false promises. Sure that today also it will not be delivered,tried every step told by u .",65741,65743.0
65743,131040,True,Mon Nov 27 11:56:44 +0000 2017,"@AmazonHelp @115851 Even government postal service are better than this,I hv all screenshot and msg , would share if u think I am lying",65742,65744.0
65744,131040,True,Mon Nov 27 11:54:13 +0000 2017,"@AmazonHelp @115851 ""the most customer centric company on earth "" is a big joke","65745,65743",65746.0
65746,131040,True,Mon Nov 27 11:53:31 +0000 2017,"@AmazonHelp @115851 same thing happened again today, right now am available ,again get msg ""customer not available""called 3 times and wrote",65744,65747.0
65747,131040,True,Mon Nov 27 10:25:31 +0000 2017,"@AmazonHelp Unfortunately:( this was a gift and will be of no use if delayed , not expected such response Amazon",65746,65748.0
65748,131040,True,Mon Nov 27 10:20:54 +0000 2017,"@AmazonHelp Sir,I hv called and wrote too ,but still there is no assurance of order,I didn't even get informed abt my order and auto status updated","65749,65747",65750.0
65750,AmazonHelp,False,Mon Nov 27 10:11:54 +0000 2017,@131040 Apologies for the experience you had with this order. Please report this to our support center here: https://t.co/vlvfJr4nN9. We'll assist you further. ^JS,65748,65751.0
65751,131040,True,Mon Nov 27 09:36:10 +0000 2017,"@AmazonHelp pls help to get my parcel delivered,no response ,no contact details shared , don't Kno when I get my order :(.",65750,
65752,AmazonHelp,False,Thu Nov 30 08:49:28 +0000 2017,@131041 I'm sorry to hear of this. Is there a delivery you are currently waiting on? ^KI,65753,65754.0
65753,131041,True,Thu Nov 30 10:25:02 +0000 2017,"@AmazonHelp I will be heartbroken if Xenoblade Chronicles 2 does not arrive tomorrow. There are other items lost, overdue, and cancelled in my history. My customer email is iain at [twitter username].com.",65755,65752.0
65755,AmazonHelp,False,Thu Nov 30 10:27:00 +0000 2017,@131041 Hi Iain! What is the current status on the tracking? Is it due for delivery tomorrow? Keep us posted!^CN,65756,65753.0
65756,131041,True,Thu Nov 30 10:29:06 +0000 2017,"@AmazonHelp It says due for delivery by 11pm tomorrow but not dispatched yet.

I’ve had to also order from elsewhere as I’m not confident from recent experience that Prime delivery time will be met.",65757,65755.0
65757,AmazonHelp,False,Thu Nov 30 10:37:00 +0000 2017,"@131041 I'm sorry to hear you've had to order from elsewhere, if you no longer require the item we can check if it can be canceled for you or if it is too far in the shipping process. Can you contact us here:  https://t.co/JzP7hlA23B so we can take a look? ^MI",65758,65756.0
65758,131041,True,Thu Nov 30 10:37:44 +0000 2017,@AmazonHelp Thank you. I’ll see which get here first and report back.,,65757.0
65759,AmazonHelp,False,Thu Nov 30 08:49:00 +0000 2017,"@131042 Hey Kelsey, do you have the link so we can check that for you? ^RS",,65760.0
65760,131042,True,Thu Nov 30 08:41:51 +0000 2017,"@AmazonHelp Won’t ship black kindle to Northern Ireland, but will ship white?!🤷🏻‍♀️",65759,65761.0
65761,AmazonHelp,False,Wed Nov 29 13:09:53 +0000 2017,"@131042 Hi, Kelsey! Could you share a link of the specific item you're looking at so we can review it with you?  We're here to help in any way we can! ^AZ","65760,65762",65763.0
65763,131042,True,Wed Nov 29 13:03:14 +0000 2017,@AmazonHelp @117634 why does the refurbished black kindle not ship to Northern Ireland but it’s the white one does?!🤷🏻‍♀️😐,65761,
65764,AmazonHelp,False,Thu Nov 30 08:48:28 +0000 2017,@131043 Apologies for the order cancellation. We'll not be able to check your information on Twitter. Please report it to our support team here: https://t.co/MDszy6ZxQg and you will be connected to our team to assist further.  ^SC,,65765.0
65766,AmazonHelp,False,Thu Nov 30 08:48:00 +0000 2017,"@131044 I appreciate that this must be frustrating for you, however we are unable to view account details via Twitter. Please contact us via the link ^RS provided and we'll look into this for you. ^KI",,65767.0
65767,131044,True,Thu Nov 30 08:43:36 +0000 2017,@AmazonHelp No sorry ... what about you reaching out to me and trying to resolve it !!! Oh look just had another attempt !!! And I’m still in my house 🙌🏻😩🙋🏼 cheers https://t.co/l3iC1UAkvv,65766,65768.0
65768,AmazonHelp,False,Thu Nov 30 08:41:00 +0000 2017,@131044 Sorry to hear that. We'll be happy to look into for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS,65767,65769.0
65769,131044,True,Thu Nov 30 08:33:32 +0000 2017,@AmazonHelp I was provided with none !!!! 😡 but imagine waking up to another message saying we’ve attempted to deliver today and you weren’t available .. I’m still in my pjs ..  😩😩😩 dies someone want to explain to me what I’m paying for with  this prime thingy ???  Furious,65768,65770.0
65770,AmazonHelp,False,Wed Nov 29 21:59:31 +0000 2017,"@131044 I certainly understand your concern! When you contacted us previously, what information/options were provided? ^HC",65769,65771.0
65771,131044,True,Wed Nov 29 21:52:09 +0000 2017,@AmazonHelp I have contacted them not that they much help only ever insisting they did come when they clearly didn’t !!  This keeps happening .. im not impressed,65770,65772.0
65772,AmazonHelp,False,Wed Nov 29 21:50:00 +0000 2017,"@131044 I'm sorry you didn't receive your packages! Have you connected with the carrier to schedule a redelivery? If not, we can help you here: https://t.co/JzP7hlA23B ^SH",65771,65773.0
65774,AmazonHelp,False,Thu Nov 30 08:48:00 +0000 2017,@131045 Thank you:) You have a lovely day!^GA,,65775.0
65775,131045,True,Thu Nov 30 08:44:49 +0000 2017,"@AmazonHelp Thank you for the quick answer, I will if it happens! 🙈",65774,65776.0
65776,AmazonHelp,False,Thu Nov 30 08:38:52 +0000 2017,"@131045 Hi, your order can be dispatched right up until close to the delivery date. A week can seem like forever when it's the Gilmore Girls you're waiting for! 😍 Let us know if you don't receive your order by the date advised.^ES",65775,65777.0
65778,AmazonHelp,False,Thu Nov 30 08:48:00 +0000 2017,"@131046 Bonjour, en quoi puis-je vous aider ? ^SN",,65779.0
65780,AmazonHelp,False,Thu Nov 30 08:46:25 +0000 2017,"@131047 Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC : https://t.co/HtUowg2UGX 
^SM",65781,65782.0
65781,131047,True,Fri Dec 01 22:24:18 +0000 2017,"@AmazonHelp Malgré mes multiples mails et chats? Non, j’en ai assez de perdre mon temps avec vous, j’ai demandé à résilier toutes les commandes.",65783,65780.0
65783,AmazonHelp,False,Fri Dec 01 22:31:57 +0000 2017,@131047 Cela nous permetttera d'accéder à votre compte afin de vérifier le souci pour vous si vous le souhaitez. ^MH,,65781.0
65782,131047,True,Thu Nov 30 08:37:38 +0000 2017,"@AmazonHelp Colis Amazon, j’ai contacté vos services qui ne donnent aucune solution. Carte bleue bloquée , impossible de m’en servir et malgré ça vous continuez à essayer de débiter mon compte",65780,65784.0
65784,AmazonHelp,False,Wed Nov 29 23:12:00 +0000 2017,"@131047 Bonsoir, je suis désolé pour cela. Le colis vous a été expédié par Amazon ou par un vendeur tiers ? Vous n'avez peut-être pas contacté notre SAV mais seulement le vendeur du produit. ^MH",65782,65785.0
65786,AmazonHelp,False,Thu Nov 30 08:46:25 +0000 2017,"@131048 We haven't received the mail yet. I request you to kindly fill in the details once again through the link provided to you earlier from your registered email ID so that we can work on this right away, without any further delay.
 
Karthika | Amazon Customer Service",65787,65788.0
65787,131048,True,Thu Nov 30 10:13:54 +0000 2017,"@AmazonHelp Already filled yesterday 4th time...how many more times do you want me to fill? 😡
Each and every thing needs to performed or explained atleast 20-30 times for you to understand?",65789,65786.0
65789,AmazonHelp,False,Thu Nov 30 10:41:26 +0000 2017,"@131048 I'm sorry, we haven't received your details yet. Kindly drop the details related to your amazon account in the link here: https://t.co/beaaDm0muc and we’ll contact you at the earliest. ^BV",,65787.0
65788,131048,True,Thu Nov 30 08:24:41 +0000 2017,"@AmazonHelp still no update, how much time will take?",65786,65790.0
65790,AmazonHelp,False,Wed Nov 29 12:33:30 +0000 2017,@131048 If you've shared your details we'll get back to you with an update. ^MN,65788,65791.0
65791,131048,True,Wed Nov 29 12:21:27 +0000 2017,@AmazonHelp Have filled it again. Please check.,65790,65792.0
65792,AmazonHelp,False,Wed Nov 29 12:08:31 +0000 2017,"@131048 We haven't received your details yet. I request you to kindly fill in the details once again through: https://t.co/GIJyeYqKE0 so that we can work on this right away, without any further delay. ^SU",65791,65793.0
65793,131048,True,Wed Nov 29 11:49:40 +0000 2017,@AmazonHelp Already filled it multiple time but no reply from your end.,65792,65794.0
65794,AmazonHelp,False,Wed Nov 29 11:32:57 +0000 2017,@131048 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB,65793,65795.0
65796,AmazonHelp,False,Thu Nov 30 08:45:51 +0000 2017,@131049 Veuillez le signaler à notre SAV via le lien suivant :  https://t.co/hgIrz98cdI ^FA,,65797.0
65797,131049,True,Thu Nov 30 08:38:43 +0000 2017,@AmazonHelp Je ne vois pas où je peux le signaler sur mon espace client ? J’ai envoyé un message au vendeur qui est resté sans réponse,65796,65798.0
65798,AmazonHelp,False,Thu Nov 30 08:37:28 +0000 2017,@131049 L'avez-vous signalé à notre SAV ? ^SN,65797,65799.0
65799,131049,True,Thu Nov 30 08:25:17 +0000 2017,@AmazonHelp Le suivi Colissimo dit que le colis a été livré dans la boîte aux lettres. Ma réclamation et leur recherche le confirme...je suis donc perdant de 30€ et ma surprise a été ratée,65798,65800.0
65800,AmazonHelp,False,Wed Nov 29 23:21:34 +0000 2017,"@131049 Bonsoir, je suis sincèrement désolée pour cela, que dit le suivi de vos commandes et par quel transporteur je vous prie ? 
^KE",65799,65801.0
65802,AmazonHelp,False,Thu Nov 30 08:45:51 +0000 2017,@131050 Sorry for the continued issues with your delivery. Please keep us posted on the delivery today and let us know if you experience any further delays. Thank you. ^NV,,65803.0
65803,131050,True,Thu Nov 30 08:41:11 +0000 2017,@AmazonHelp Yes it says it’s going to be Re delivered today but yesterday was already a Re delivery of same parcel?,65802,65804.0
65804,AmazonHelp,False,Thu Nov 30 08:40:00 +0000 2017,"@131050 I'm sorry to hear of this, deliveries to business addresses should arrive earlier in the day. Has there been an update on your tracking to show it going out for delivery today? ^KI",65803,
65805,AmazonHelp,False,Thu Nov 30 08:43:56 +0000 2017,"@131042 Hi, is the white one refurbished or new ? ^CR",65806,65762.0
65806,131042,True,Thu Nov 30 09:01:52 +0000 2017,@AmazonHelp Both the white and black ones I was looking at were refurbished,65807,65805.0
65807,AmazonHelp,False,Thu Nov 30 09:09:27 +0000 2017,"@131042 Hi Kelsey. If you have a moment, could you reach out to us here: https://t.co/JzP7hlA23B so that we can take a look at this with you in real time?^TI",,65806.0
65762,131042,True,Thu Nov 30 08:40:10 +0000 2017,@AmazonHelp  https://t.co/1P0u4Qd6HE,65805,65761.0
65808,AmazonHelp,False,Thu Nov 30 08:43:27 +0000 2017,@131051 I'm sorry to hear about this. Could you please contact us so that we can look into it further? You can reach us here: https://t.co/oGDklGgbCZ. ^PJ,,65809.0
65820,AmazonHelp,False,Thu Nov 30 08:43:00 +0000 2017,@131057 Oh no! Sorry to here your order was lost/damaged while in transit. Have you been given a delivery date for the replacement?^ES,65821,65822.0
65821,131057,True,Thu Nov 30 08:59:29 +0000 2017,"@AmazonHelp No, I still need to take time out of my busy day later to call or chat about it what to do next.",65823,65820.0
65823,AmazonHelp,False,Thu Nov 30 09:04:53 +0000 2017,@131057 I'm sorry for the inconvenience this has caused. Please keep us posted on what you are advised when you reach out to us directly. ^KI,,65821.0
65822,131057,True,Thu Nov 30 08:31:17 +0000 2017,"@AmazonHelp So… just got this email about my outstanding package (the iPad case). Completely unacceptable. I ordered this on Sunday, and it’s took 4 days for those jokers to realize they’ve lost it. Gonna be another 2-3 before I get a replacement. This is exactly the shit I’m talking about. https://t.co/0cxXwPhU6B",65820,65824.0
65824,AmazonHelp,False,Wed Nov 29 06:03:00 +0000 2017,"@131057 You're welcome, Mark. Please let us know if we may be of further assistance. ^KL",65822,65825.0
65825,131057,True,Wed Nov 29 05:51:37 +0000 2017,"@AmazonHelp I would *love* that. I inquired about this a few months ago on your chat support and was told it was an impossible request. I will be in touch tomorrow to arrange it, thank you.",65824,65826.0
65826,AmazonHelp,False,Wed Nov 29 05:49:29 +0000 2017,"@131057 Hi, Mark! If you are consistently having issues with the same carrier, you can reach out to us via phone or chat and request that carrier be deprioritized. That would tell the fulfillment centers to look for another carrier for your packages in the future. ^SP",65825,65827.0
65832,AmazonHelp,False,Thu Nov 30 08:42:32 +0000 2017,"@131059 Hi, I'm sorry to hear this. Without giving any personal information, can you tell us what problem you're having?^PJ",65833,65834.0
65833,131059,True,Thu Nov 30 08:52:36 +0000 2017,@AmazonHelp Hi PJ. I ordered a laptop from a 3rd party seller. They sent the right kind of laptop but it's lacking features that was in the description: suppose to be a 2 n 1 laptop meaning it's suppose have a touchscreen and fold into a tablet. The laptop they sent (cont),65835,65832.0
65835,131059,True,Thu Nov 30 08:56:09 +0000 2017,"@AmazonHelp (Cont) lacked those features. I tried contacting the seller, they didn't reply. I submitted a claim, they finally replied saying they would give me a refund after they sent this laptop back, which is no bueno. I'm currently a student taking online classes and I need (cont)","65836,65837",65833.0
65836,AmazonHelp,False,Thu Nov 30 09:01:00 +0000 2017,@131059 Hello! Apologies for the trouble this has caused. When did you file the claim?^CN,65838,65835.0
65838,131059,True,Thu Nov 30 09:02:02 +0000 2017,@AmazonHelp It was yesterday and I received the reply like an hour ago,65839,65836.0
65839,AmazonHelp,False,Thu Nov 30 09:09:27 +0000 2017,"@131059 Have you replied to the seller expressing your concerns about returning the laptop? Have you also asked if they are able to send the correct laptop out? 

- Jenna C.",65840,65838.0
65840,131059,True,Thu Nov 30 09:21:11 +0000 2017,"@AmazonHelp Another representative (Jet N.) has emailed them on my behalf, but if it's gonna be like last time, I'm not expecting a speedy reply.","65841,65842",65839.0
65841,AmazonHelp,False,Thu Nov 30 09:23:30 +0000 2017,@131059 We allow seller's 2 business days to reply. Keep us posted!^CN,,65840.0
65842,131059,True,Thu Nov 30 09:24:13 +0000 2017,"@AmazonHelp Also, I just want to let y'all know, all my anger and frustration is directed at this seller and not y'all. Amazon has actually been nice, professional , and helpful in trying to help me.",65843,65840.0
65843,AmazonHelp,False,Thu Nov 30 09:34:31 +0000 2017,"@131059 Not a problem at all! We completely understand the frustration when problems occur! Let us know if you are able to get a resolution with the seller. 

- Jenna C.",,65842.0
65837,131059,True,Thu Nov 30 08:59:12 +0000 2017,"@AmazonHelp (Cont) a computer of some kind, so going through all the steps of sending the laptop back, waiting for my refund to be available, and then ording a new laptop and waiting for it get here will take too much time. I just want them to send the right computer I ordered. (Cont)",65844,65835.0
65844,131059,True,Thu Nov 30 09:00:54 +0000 2017,"@AmazonHelp I think I can mange sending them this one back first and waiting for the correct one. If you can help getting me the laptop I ordered, that would be amazing.",,65837.0
65845,AmazonHelp,False,Thu Nov 30 08:42:00 +0000 2017,@131060 Hi. We only charge for an order when it's preparing to dispatch. It sounds as though you're seeing an authorization and you can find more info on that here: https://t.co/woMCWEYtGW ^DC,65846,65847.0
65846,131060,True,Thu Nov 30 09:25:19 +0000 2017,"@AmazonHelp Nope, I made the order then found out the address was wrong so I cancelled it in less than 5 minuets! I received a bank notification the money was deducted!  Still haven’t got back!",65848,65845.0
65848,AmazonHelp,False,Thu Nov 30 09:31:00 +0000 2017,@131060 Was the order confirmed as dispatched before you canceled the order? Which site did you place your order https://t.co/PQPnSFSCPS or? ^NV,65849,65846.0
65849,131060,True,Thu Nov 30 09:51:31 +0000 2017,@AmazonHelp I don’t remember &amp; it was through https://t.co/D87xKBstPi,65850,65848.0
65850,AmazonHelp,False,Thu Nov 30 09:57:00 +0000 2017,"@131060 As you canceled the order within 5 mins of placing, it would not have dispatched. We only charge at the time of dispatch. Have you had a chance to take a look at the link about authorizations sent by ^DC? ^MI",,65849.0
65851,AmazonHelp,False,Thu Nov 30 08:41:31 +0000 2017,"@131061 If you do not want to send us the details we requested from you, you can contact our customer service in order to close your account or turn off newsletters: https://t.co/lISL2XDOXw ^AV",,65852.0
65853,AmazonHelp,False,Thu Nov 30 08:41:30 +0000 2017,"@131062 Hello, have we missed the delivery date provided to you via email confirmation when you placed the order? ^CR",,65854.0
65855,AmazonHelp,False,Thu Nov 30 08:41:30 +0000 2017,"@131063 Hi, were the items you were purchasing sold by us directly or through one of our Amazon Marketplace Sellers? ^KI",,65856.0
65857,AmazonHelp,False,Thu Nov 30 08:41:30 +0000 2017,@131064 Please contact our customer service via https://t.co/24XL9C4y1x as we do not have any access to your orders here. My colleagues will take a closer look at this. ^KM,65858,65859.0
65858,131064,True,Thu Nov 30 08:42:20 +0000 2017,@AmazonHelp I'll do. Thanks.,,65857.0
65859,131064,True,Thu Nov 30 08:36:09 +0000 2017,"@AmazonHelp Amazon.de it says ""delivered"" in the website but the carrier it's still ""on its way to the distribution center"", but for 2 days it showed ""out for delivery"" in the carrier. I spent those 2 days at home so I could receive it but it never arrived.",65857,65860.0
65860,AmazonHelp,False,Thu Nov 30 06:59:30 +0000 2017,@131064 Sorry to hear it hasn't arrived yet. Which site did you purchase through? Amazon .com / .de / .co.uk? ^MI,65859,65861.0
65862,AmazonHelp,False,Thu Nov 30 08:40:00 +0000 2017,@131065 失礼いたします、Amazon公式アカウントです。Fire TV Stickのセットアップはすでに完了されている状況でしょうか。よろしければこちらの動画をご覧いただき、Wi-Fi接続、端末登録をお試しください。 https://t.co/53GTzFHV9d EK,,65863.0
65864,AmazonHelp,False,Thu Nov 30 08:40:00 +0000 2017,"@131066 I'm afraid we haven't received your details. Please sign in to your account, and send us the details using the link provided by 'EM' here: https://t.co/kXYznTPfQM and I will look into the issue right away. ^SF",,65865.0
65865,131066,True,Thu Nov 30 08:18:17 +0000 2017,"@AmazonHelp @115850 @AmazonHelp 
Got text from service. It'd been 2 days have not received any update from Amazon service boy. https://t.co/dr1tpw6ayl",65864,65866.0
65866,AmazonHelp,False,Tue Nov 28 09:18:00 +0000 2017,"@131066 Thank you for confirming, we will look into it and get back to your soon with an update. ^SI",65865,65867.0
65867,131066,True,Tue Nov 28 08:58:47 +0000 2017,"@AmazonHelp Ya , i shared details on link",65866,65868.0
65868,AmazonHelp,False,Tue Nov 28 05:56:00 +0000 2017,"@131066 Please confirm, if you have shared your details on the link that was provided to you earlier. If not yet, then I'd request you to please do so that we could check and get this resolved at the earliest. ^KK",65867,65869.0
65869,131066,True,Tue Nov 28 05:40:55 +0000 2017,@AmazonHelp @115850 @115821 I contacted your customer service center and even selected return option. But service boy refused to take back product this is fruad .I want to share such fruad info with people to aware of your such fruad work,65868,65870.0
65870,131066,True,Tue Nov 28 04:55:05 +0000 2017,"Fruad .fraud.@AmazonHelp @115850 @115821 i ordered TITAN neo  watch worth RS. 2369 on 23nov (orderno.-171-7293490-0802746). Delivered on Monday 27nov , when I opened this package,i found cheap quality used watch of another https://t.co/ZEXPbjHFId could Amazon do such cheap work https://t.co/gTp1M2hPls","65871,65872,65869",
65873,AmazonHelp,False,Thu Nov 30 08:37:27 +0000 2017,"@131067 By Odin's beard, I do apologise. It looks like Elves of Svartalfheim have been causing havoc with the bifröst again... Did you check the tracking on your local couriers page to see if they mentioned a delay on Midgard? ^KI",65874,65875.0
65874,131067,True,Fri Dec 01 02:57:53 +0000 2017,"@AmazonHelp hmmm...About that, I actually have already checked the local courier's page and nothing had popped up... It seems like that Dr. Strange really don't like this idea that letting Loki to come to visit Midgard... for real...ಠ_ರೃ",,65873.0
65877,AmazonHelp,False,Thu Nov 30 08:36:27 +0000 2017,@131068 Happy to hear that!! We try our best to make you guys happy! ^AH,,65878.0
65876,AmazonHelp,False,Thu Nov 30 08:36:00 +0000 2017,"@131067 My apologies. If you get in touch: https://t.co/hApLpMlfHN, we'll be happy to look into this. ^DC",,65875.0
65884,AmazonHelp,False,Thu Nov 30 08:33:55 +0000 2017,@131069 Amazonでお買い求めいただき、ありがとうございます🙇✨ お楽しみください～🎵 RI,,65885.0
65886,AmazonHelp,False,Thu Nov 30 08:33:25 +0000 2017,@131070 Apologies for the inconvenience you had regarding your order. We would like to look into it. Please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you soon. ^AH,,65887.0
65887,131070,True,Thu Nov 30 08:15:20 +0000 2017,@AmazonHelp Have already cancelled order mentioned since there was no meaning in delivered after valuable time. We live in a very much time respecting world and I wish this can be improved later by @115850 and delivery team. Unfortunately nobody called up for reason of order cancellation.,65886,65888.0
65888,AmazonHelp,False,Wed Nov 22 14:51:00 +0000 2017,"@131070 Apologies for the delay in the delivery of your order, Have you reported this to our support team yet? If not please report this to our support team here: https://t.co/rS49hgsbvd and we'll look into it right away. ^SU",65887,65889.0
65890,AmazonHelp,False,Thu Nov 30 08:32:00 +0000 2017,@131071 Hello. You can report these types of mailings to us directly. Check out our help pages here and it will explain further how to report: https://t.co/jU3lUWIzH4 Thanks. ^NV,,65891.0
65891,131071,True,Thu Nov 30 08:29:28 +0000 2017,"@AmazonHelp @115830 
getting very realistic looking spam emails about renewing prime. asking for bank details... I don't have prime and my credit card doesn't expire for 11 months... https://t.co/akKFy716xP",65890,
65892,AmazonHelp,False,Thu Nov 30 08:31:27 +0000 2017,"@131072 The agents always try to deliver the order before estimated delivery date if their slot for delivery is available. However, if you are not available to collect it, kindly inform the agent to reschedule the delivery whenever possible within the mentioned date. ^HR",65893,65880.0
65893,131072,True,Thu Nov 30 08:34:07 +0000 2017,@AmazonHelp Your agent says it is third party delivery.. he can't reschedule it as it is already paid... He kept calling....  Order 406-9195017-4997117,"65894,65895",65892.0
65894,AmazonHelp,False,Thu Nov 30 09:07:00 +0000 2017,"@131072 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^KK",65896,65893.0
65896,131072,True,Thu Nov 30 09:10:55 +0000 2017,@AmazonHelp its already been collected by my friend . so no worries.. Just make sure that ur agents dont create their own rules,65897,65894.0
65897,AmazonHelp,False,Thu Nov 30 09:35:28 +0000 2017,@131072 I under your concern regarding the delivery. I've noted your comments and have forwarded your feedback internally to be worked upon. ^SY,,65896.0
65895,AmazonHelp,False,Thu Nov 30 09:07:00 +0000 2017,@131072 Sorry for the trouble that you are facing with the delivery of the order. Please connect with the support team from here https://t.co/TxK11znixD they would do the needful to help.  1/2 ^KK,,65893.0
65898,AmazonHelp,False,Thu Nov 30 08:29:55 +0000 2017,"@131073 Please follow our Twitter page, so that we can reply to you through DM. ^SC",65899,65900.0
65899,131073,True,Thu Nov 30 09:05:27 +0000 2017,@AmazonHelp Done,65901,65898.0
65901,AmazonHelp,False,Thu Nov 30 09:46:00 +0000 2017,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,,65899.0
65902,AmazonHelp,False,Thu Nov 30 08:28:53 +0000 2017,"@131074 Sorry to hear about the issue with BBC Radio 4 on Tunein. Have you tried using the RadioPlayer skill instead? To enable just ask: ""Alexa, enable Radio Player Skill.""  ^MI",,65903.0
65904,AmazonHelp,False,Thu Nov 30 20:31:27 +0000 2017,@131075 Thanks for the information! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^AJ,,65905.0
65905,131075,True,Thu Nov 30 20:17:24 +0000 2017,@AmazonHelp It said it would be delivered by 8pm today on the app,65904,65906.0
65906,AmazonHelp,False,Thu Nov 30 20:15:34 +0000 2017,@131075 Our couriers can deliver until 21:00. Keep us posted on the delivery! ^MT,65905,65907.0
65907,131075,True,Thu Nov 30 20:11:11 +0000 2017,@AmazonHelp It says it has been out for delivery since 8:14am today,65906,65908.0
65908,AmazonHelp,False,Thu Nov 30 20:09:29 +0000 2017,"@131075 Hey there! With Twitter, we're unable to access account or order information but we're here to help! What does your tracking information currently display here: https://t.co/aaDyEz1VgE Please, let us know. ^JE",65907,65909.0
65909,131075,True,Thu Nov 30 20:01:38 +0000 2017,@AmazonHelp I have a delivery that was supposed to come today but still hasn’t arrived can you help please? Tracking ID Q31155496393,65908,
66175,AmazonHelp,False,Thu Nov 30 20:31:27 +0000 2017,@131141 Are the e-mails you're receiving requesting any additional information? ^JS,66176,66177.0
